1, 0.0311418, 1
2, 0.0622923, 1
3, 0.0934514, 1
4, 0.124619, 1
5, 0.155795, 1
6, 0.18698, 1
7, 0.218174, 1
8, 0.249376, 1
9, 0.280578, 0.9997
10, 0.311757, 0.9987
11, 0.342838, 0.9953
12, 0.373703, 0.98815
13, 0.404225, 0.97695
14, 0.434252, 0.960925
15, 0.463557, 0.937675
16, 0.492073, 0.912275
17, 0.519617, 0.881025
18, 0.546193, 0.849975
19, 0.571701, 0.81575
20, 0.596042, 0.778375
21, 0.619392, 0.746575
22, 0.641759, 0.71515
23, 0.663211, 0.685775
24, 0.683596, 0.65165
25, 0.703215, 0.6271
26, 0.721737, 0.591975
27, 0.739561, 0.56965
28, 0.756585, 0.544
29, 0.772849, 0.519675
30, 0.788314, 0.49415
31, 0.803084, 0.471875
32, 0.817219, 0.45155
33, 0.83057, 0.4265
34, 0.843226, 0.404275
35, 0.855284, 0.385125
36, 0.866657, 0.36325
37, 0.8773, 0.339875
38, 0.887394, 0.32235
39, 0.896711, 0.297525
40, 0.905545, 0.2821
41, 0.913858, 0.265425
42, 0.921507, 0.2442
43, 0.928705, 0.229825
44, 0.935244, 0.20875
45, 0.941332, 0.194375
46, 0.946941, 0.17905
47, 0.952097, 0.1646
48, 0.956827, 0.151
49, 0.961185, 0.1391
50, 0.96517, 0.1272
51, 0.968878, 0.11835
52, 0.972147, 0.104325
53, 0.975063, 0.0931
54, 0.977678, 0.08345
55, 0.980126, 0.078125
56, 0.9823, 0.069375
57, 0.98429, 0.063525
58, 0.986032, 0.0556
59, 0.987641, 0.05135
60, 0.989063, 0.045375
61, 0.990322, 0.04015
62, 0.991461, 0.03635
63, 0.992513, 0.033575
64, 0.993412, 0.0287
65, 0.994211, 0.0255
66, 0.994909, 0.022275
67, 0.995553, 0.02055
68, 0.996117, 0.017975
69, 0.996582, 0.01485
70, 0.997027, 0.0142
71, 0.997373, 0.01105
72, 0.997698, 0.01035
73, 0.998016, 0.01015
74, 0.998282, 0.008475
75, 0.998521, 0.00765
76, 0.998713, 0.0061
77, 0.998879, 0.0053
78, 0.999037, 0.00505
79, 0.999176, 0.00445
80, 0.999288, 0.003575
81, 0.999394, 0.003375
82, 0.999483, 0.002825
83, 0.999562, 0.002525
84, 0.999623, 0.00195
85, 0.999666, 0.001375
86, 0.999721, 0.00175
87, 0.999754, 0.00105
88, 0.999781, 0.000875
89, 0.99981, 0.0009
90, 0.999838, 0.0009
91, 0.999861, 0.00075
92, 0.999881, 0.000625
93, 0.999897, 0.000525
94, 0.999911, 0.000425
95, 0.999924, 0.000425
96, 0.999933, 0.0003
97, 0.999939, 0.000175
98, 0.999946, 0.000225
99, 0.999959, 0.000425
100, 0.999964, 0.00015
101, 0.999968, 0.000125
102, 0.999972, 0.000125
103, 0.999975, 0.0001
104, 0.999978, 0.0001
105, 0.999981, 0.0001
106, 0.999985, 0.000125
107, 0.999987, 5e-05
108, 0.99999, 0.0001
109, 0.999991, 5e-05
110, 0.999992, 2.5e-05
111, 0.999993, 2.5e-05
112, 0.999994, 2.5e-05
113, 0.999995, 2.5e-05
114, 0.999995, 2.5e-05
115, 0.999995, 0
116, 0.999995, 0
117, 0.999996, 2.5e-05
118, 0.999997, 2.5e-05
119, 0.999998, 2.5e-05
120, 0.999998, 0
121, 0.999998, 0
122, 0.999998, 2.5e-05
123, 0.999998, 0
124, 0.999999, 2.5e-05
125, 0.999999, 0
126, 0.999999, 0
127, 0.999999, 0
128, 0.999999, 0
